[0mCHECKING: 0[0m
Index VNum    Room Name                                    Exits
----- ------- -------------------------------------------- -----
   1) [0    ] The Void                                     (3001)
   2) [1    ] Limbo                                        
  50) [25349] Zone 60 - Haon-Dor                           (6000)(6003)(6006)(6009)(6012)(6015)(6018)(6021)(6022)(6023)
  51) [25350] Zone 61 - Dark Haon-Dor                      (6100)(6104)(6111)(6118)(6121)(6127)(6133)(6137)(6145)(6154)
  52) [25351] Zone 62 - Arachnos                           (6201)(6206)(6214)(6217)(6221)(6228)(6232)(6236)(6245)(6250)
  53) [25352] Zone 63 - The Chess Board                    (6301)(6314)(6317)(6328)(6335)(6341)(6348)(6352)(6359)(6366)
  54) [25353] Zone 65 - The Dwarven Kingdom                (6501)(6508)(6517)(6523)(6529)(6534)(6535)(6544)(6550)(6555)
  55) [25354] Zone 66 - Hell                               (6601)(6608)(6612)(6619)(6625)(6631)(6637)(6644)(6650)(6654)
  56) [25355] Zone 67 - The Lost Isle of Shaedar           (6700)(6711)(6722)(6733)(6744)(6755)(6766)(6777)(6788)(6799)
  57) [25356] Zone 69 - The Dragon Sea                     (6900)(6912)(6923)(6934)(6945)(6956)(6967)(6978)(6981)(6999)
  58) [25357] Zone 92 - Goblinsville                       (9201)(9204)(9207)(9210)(9213)(9216)(9219)(9222)(9225)(9230)
  59) [25358] Zone 93 - Floodland                          (9301)(9311)(9322)(9333)(9344)(9355)(9366)(9377)(9388)(9399)
  60) [25359] Zone 71 - Scipio Dreaming                    (7106)(7113)(7120)(7123)(7131)(7133)(7148)(7165)(7207)(7215)
  61) [25360] Zone 95 - The Lich's Tower                   (9500)(9503)(9506)(9509)(9512)(9515)(9518)(9521)(9523)(9525)
  62) [25361] Zone 96 - Imperial Ravenna                   (9601)(9617)(9623)(9639)(9646)(9652)(9664)(9677)(9683)(9699)
  63) [25362] Zone 99 - The Metro                          (9900)(9971)(9976)(9982)(9987)(9990)(9992)
  64) [25363] Zone 100 - Enfan City                        (10001)(10007)(10013)(10019)(10025)(10031)(10037)(10043)(10049)(10059)
  65) [25364] Zone 101 - Hellas                            (10100)(10111)(10122)(10133)(10144)(10155)(10166)(10177)(10188)(10199)
  66) [25365] Zone 101 - Hellas                            (10200)(10207)(10214)(10221)(10238)(10245)(10252)(10259)(10265)(10278)
  67) [25366] Zone 120 - Rome                              (12001)(12008)(12015)(12022)(12029)(12036)(12041)(12048)(12055)(12067)
  68) [25367] Zone 122 - The Grand City of New Thalos      (21603)(21618)(21624)(21626)(12231)(21627)(21628)(12272)(21606)(21609)
  69) [25368] Zone 122 - The Grand City of New Thalos      (10702)(10616)(10721)(10634)(10646)(10654)(10668)(10674)(10687)(10699)
  70) [25369] Zone 126 - The Corsair Citadel               (12600)(12611)(12622)(12633)(12644)(12655)(12666)(12677)(12688)(12699)
  71) [25370] Zone 130 - The Tower of High Sorcery         (13000)(13011)(13022)(13033)(13044)(13055)(13066)(13077)(13088)(13099)
  72) [25371] Zone 130 - The Tower of High Sorcery         (13100)(13108)(13116)(13124)(13132)(13140)(13148)(13156)(13164)(13180)
  73) [25372] Zone 133 - Three of Swords                   (13300)(13314)(13325)(13336)(13347)(13358)(13369)(13371)(13383)(13392)
  74) [25373] Zone 140 - The Amber Forest                  (14000)(14003)(14006)(14009)(14012)(14015)(14018)(14021)(14024)(14033)
  75) [25374] Zone 146 - The Sieged Castle                 (14600)(14615)(14627)(14632)(14648)(14656)(14664)(14670)(14681)(14698)
  76) [25375] Zone 150 - King Welmar's Castle              (15001)(15006)(15011)(15016)(15021)(15026)(15031)(15036)(15041)(15054)
  77) [25376] Zone 154 - Weeden and the Western Forest     (15400)(15410)(15423)(15429)(15436)(15441)(15445)(15448)(15450)(15454)
  78) [25377] Zone 155 - Weeden Underground                (15500)(15504)(15509)(15512)(15517)(15523)(15529)(15535)(15550)(15553)
  79) [25378] Zone 161 - The Underworld                    (16100)(16114)(16129)(16135)(16141)(16158)(16166)(16178)(16185)(16199)
  80) [25379] Zone 166 - The Balor                         (16601)(16605)(16609)(16613)(16617)(16621)(16625)(16629)(16633)(16643)
  81) [25380] Zone 167 - Drake Isle                        
  82) [25381] Zone 185 - Aralu                             (18500)(18507)(18514)(18521)(18528)(18535)(18542)(18549)(18556)(18588)
  83) [25382] Zone 186 - Miden'nir Extension               (18660)(18607)(18614)(18621)(18628)(18635)(18642)(18649)(18656)(18667)
  84) [25383] Zone 210 - The Shadows                       (21001)(21003)(21006)(21009)(21012)(21015)(21018)(21021)(21024)(21030)
  85) [25384] Zone 230 - The City of Sanctuary             (23000)(23010)(23020)(23030)(23040)(23050)(23060)(23070)(23080)(23090)
  86) [25385] Zone 230 - The City of Sanctuary             (23100)(23110)(23120)(23130)(23140)(23150)(23160)(23170)(23180)(23190)
  87) [25386] Zone 240 - The Darkspine Mountains           (24001)(24003)(24005)(24007)(24009)(24011)(24013)(24015)(24017)(24020)
  88) [25387] Zone 12 - Star Wars (extras)                 (14309)(14315)(14329)(14333)(1346)(1359)(1363)(1371)(1386)(1398)
  89) [25388] Not Used                                     
  90) [25389] Zone 167 - Drake Isle (extras)               
  91) [25390] Zone 230 - Sanctuary City (extras)           (23200)(23211)(23222)(23236)(23244)(23255)(23266)(23277)(23288)(23299)
  92) [25391] Zone 192 - Castle Mistamere                  (19205)(19210)(19215)(19220)(19225)(19230)(19235)(19240)(19245)(19253)
  93) [25392] Zone 3 - Crystal Caves                       (301)(305)(309)(313)(317)(321)(325)(329)(333)(340)
  94) [25393] Zone 4 - Froboz Factory                      (401)(403)(406)(409)(412)(415)(421)(427)(430)(438)
  95) [25394] Zone 90 - Midgaard Zoo                       (9002)(9006)(9010)(9018)(9019)(9021)(9058)(9066)(9070)(9085)
  96) [25395] Zone 89 - Parliament of Owls                 (6117)(12617)(13341)(13034)(12251)(5426)(23100)(8958)(2031)(6780)
  97) [25396] Zone 83 - Valhalla                           (8300)(8303)(8307)(8314)(8318)(8321)(8329)(8335)(8340)(8346)
  98) [25397] Zone 48 - The Bardic Colleges                (4800)(4820)(4840)(4845)(4860)(4880)(4900)(4910)(4930)(4942)
  99) [25398] Not Used                                     
 100) [25399] Not Used                                     

>[0;00m
[0mCHECKING: 254[0m

No rooms found for zone/range specified.

>[0;00m
[0mCHECKING: 255[0m

Index VNum    Room Name                                    Exits
----- ------- -------------------------------------------- -----
   1) [25500] LordWilliam's Red Room                       
   2) [25501] An unfinished room                           

>[0;00m
[0mCHECKING: 256[0m

Index VNum    Room Name                                    Exits
----- ------- -------------------------------------------- -----
   1) [25600] Independence Day 2020                        
   2) [25601] quest 2                                      

>[0;00m
[0mCHECKING: 257[0m

Index VNum    Room Name                                    Exits
----- ------- -------------------------------------------- -----
   1) [25700] Driveway                                     
   2) [25701] Driveway                                     
   3) [25702] Driveway                                     
   4) [25703] Driveway                                     
   5) [25704] Garage                                       
   6) [25705] Garage                                       
   7) [25706] Garage                                       
   8) [25707] Garage                                       
   9) [25708] Driveway                                     
  10) [25709] Motor Pool                                   
  11) [25710] Motor Pool                                   
  12) [25711] Driveway                                     
  13) [25712] Driveway                                     
  14) [25713] Water Tower                                  
  15) [25715] Stairs                                       
  16) [25716] Stairs                                       
  17) [25717] Stairs                                       
  18) [25718] Command Base - Level 1                       
  19) [25719] Command Base - Level 1                       
  20) [25720] Heavy Equipment Elevator                     
  21) [25721] Command Base - Level 1                       
  22) [25722] Command Base - Level 1                       
  23) [25723] Command Base - Level 1                       
  24) [25724] Command Base - Level 1                       
  25) [25725] Command Base - Level 1                       
  26) [25726] Command Base - Level 1                       
  27) [25727] Command Base - Level 1                       
  28) [25728] Command Base - Level 1                       
  29) [25729] Command Base - Level 1                       
  30) [25730] Command Base - Level 1                       
  31) [25731] Command Base - Level 1                       
  32) [25732] Passenger Elevator                           
  33) [25733] Vehicle Elevator                             
  34) [25734] Vehicle Elevator                             
  35) [25735] Command Base - Level 1                       
  36) [25736] Command Base - Level 1                       
  37) [25737] Command Base - Level 1                       
  38) [25738] Command Base - Level 1                       
  39) [25739] Command Base - Level 1                       
  40) [25740] Command Base - Level 1                       
  41) [25741] Escape Route                                 
  42) [25742] Stairs                                       
  43) [25743] Command Base - Level 2                       
  44) [25744] Pentagon Direct Hook-Up Room                 
  45) [25745] Main Corridor                                
  46) [25746] Briefing Room                                
  47) [25747] Main Corridor                                
  48) [25748] Main Corridor                                
  49) [25749] Main Corridor                                
  50) [25750] Hologram Room                                
  51) [25751] Situation Analysis Room                      
  52) [25752] Situation Analysis Room                      
  53) [25753] Main Corridor                                
  54) [25754] Electronic Communications Room               
  55) [25755] Secondary Staging Area                       
  56) [25756] Secondary Staging Area                       
  57) [25757] Secondary Staging Area                       
  58) [25758] Secondary Staging Area                       
  59) [25759] Passenger Elevator                           
  60) [25760] Vehicle Elevator                             
  61) [25761] Vehicle Elevator                             
  62) [25762] Secondary Staging Area                       
  63) [25763] Escape Route                                 
  64) [25764] Stairs                                       
  65) [25765] Stairs                                       
  66) [25766] Command Base - Level 3                       
  67) [25767] Pool                                         
  68) [25768] Pool                                         
  69) [25769] Training Area                                
  70) [25770] Corridor                                     
  71) [25771] Training Area                                
  72) [25772] Training Area                                
  73) [25773] Training Area                                
  74) [25774] Corridor                                     
  75) [25775] Training Area                                
  76) [25776] Training Area                                
  77) [25777] Training Area                                
  78) [25778] Primary Staging Area                         
  79) [25779] Primary Staging Area                         
  80) [25780] Primary Staging Area                         
  81) [25781] Primary Staging Area                         
  82) [25782] Passenger Elevator                           
  83) [25783] Vehicle Elevator                             
  84) [25784] Vehicle Elevator                             
  85) [25785] Primary Staging Area                         
  86) [25786] Escape Route                                 
  87) [25787] Stairs                                       
  88) [25788] Stairs                                       
  89) [25789] Command Base - Level 4                       
  90) [25790] Living Quarters                              
  91) [25791] Living Quarters                              
  92) [25792] Living Quarters                              
  93) [25793] Living Quarters                              
  94) [25794] Living Quarters                              
  95) [25795] Living Quarters                              
  96) [25796] Suite                                        
  97) [25797] Suite                                        
  98) [25798] Suite                                        
  99) [25799] Suite                                        
 100) [25800] Suite                                        
 101) [25801] Corridor                                     
 102) [25802] Passenger Elevator                           
 103) [25803] Escape Route                                 
 104) [25804] Corridor                                     
 105) [25805] Armory                                       
 106) [25806] Armory                                       
 107) [25807] Armory                                       
 108) [25808] Armory                                       
 109) [25809] Hydraulics Well                              
 110) [25810] Stairs                                       
 111) [25811] Stairs                                       
 112) [25812] Command Base - Level 5                       
 113) [25813] Corridor                                     
 114) [25814] Corridor                                     
 115) [25815] Alternate Escape Route                       
 116) [25816] Corridor                                     
 117) [25817] Generator Room                               
 118) [25818] Generator Room                               
 119) [25819] Server Room                                  
 120) [25820] Server Room                                  
 121) [25821] Server Room                                  
 122) [25822] Server Room                                  
 123) [25823] Server Room                                  
 124) [25824] Server Room                                  
 125) [25825] Classified                                   
 126) [25826] Classified                                   
 127) [25827] Corridor                                     
 128) [25828] Filing Room                                  
 129) [25829] Filing Room                                  
 130) [25830] Storage Room                                 
 131) [25831] Passenger Elevator                           
 132) [25832] Escape Route                                 
 133) [25833] Escape Tunnel                                
 134) [25834] Security Clearance                           
 135) [25835] Security Clearance                           
 136) [25836] Top Secret                                   
 137) [25837] Top Secret                                   
 138) [25838] Top Secret                                   
 139) [25839] Top Secret                                   
 140) [25840] Stairs                                       
 141) [25841] Stairs                                       
 142) [25842] Stairs                                       
 143) [25843] Stairs                                       
 144) [25844] Stairs                                       
 145) [25845] Stairs                                       
 146) [25846] Stairs                                       
 147) [25847] Stairs                                       
 148) [25848] Stairs                                       
 149) [25849] Stairs                                       
 150) [25850] Stairs                                       
 151) [25860] an Enchanted Clearing in the Toy Forest      (7662)

>[0;00m
[0mCHECKING: 259[0m

Index VNum    Room Name                                    Exits
----- ------- -------------------------------------------- -----
   1) [25900] Standing before a pasture.                   
   2) [25901] Standing before the gate.                    
   3) [25902] Pasture                                      
   4) [25903] Pasture                                      
   5) [25904] Pasture                                      
   6) [25905] Pasture                                      
   7) [25906] Pasture                                      
   8) [25907] Pasture                                      
   9) [25908] Pasture                                      
  10) [25909] Pasture                                      
  11) [25910] Pasture                                      
  12) [25911] Pasture                                      
  13) [25912] Pasture                                      
  14) [25913] Pasture                                      
  15) [25914] Pasture                                      
  16) [25915] Pasture                                      
  17) [25916] Pasture                                      
  18) [25917] Pasture                                      
  19) [25918] Pasture                                      
  20) [25919] Pasture                                      
  21) [25920] Pasture                                      
  22) [25921] Pasture                                      
  23) [25922] Pasture                                      
  24) [25923] Pasture                                      
  25) [25924] Pasture                                      
  26) [25925] Pasture                                      
  27) [25926] Pasture                                      
  28) [25927] In front of the building                     
  29) [25928] Lobby                                        
  30) [25930] Featureless Hallway                          
  31) [25931] Featureless Hallway                          
  32) [25932] Featureless Hallway                          
  33) [25933] Featureless Hallway                          
  34) [25934] Featureless Hallway                          
  35) [25935] Featureless Hallway                          
  36) [25936] Featureless Hallway                          
  37) [25937] Featureless Hallway                          
  38) [25938] Featureless Hallway                          
  39) [25939] Featureless Hallway                          
  40) [25940] Featureless Hallway                          
  41) [25941] Featureless Hallway                          
  42) [25942] Featureless Hallway                          
  43) [25943] Featureless Hallway                          
  44) [25944] Featureless Hallway                          
  45) [25945] Featureless Hallway                          
  46) [25946] Examination room                             
  47) [25947] Examination room                             
  48) [25948] Examination room                             
  49) [25949] Examination room                             
  50) [25950] Examination room                             
  51) [25951] test shop from nienna                        (10700)

>[0;00m
[0mCHECKING: 350[0m

Index VNum    Room Name                                    Exits
----- ------- -------------------------------------------- -----
   1) [35000] An Icy Cold Prison Cell                      [TRIG] 
   2) [35001] An Icy Cold Prison Cell                      
   3) [35002] Space Melted Under the Ice                   [TRIG] 
   4) [35003] An Icy Cold Prison Cell                      
   5) [35004] Prison Guard Post                            [TRIG] 
   6) [35005] An Icy Hallway                               [TRIG] 
   7) [35006] Retreat of the Master Assassin               [TRIG] 
   8) [35007] Offices of the Torturer                      
   9) [35008] An Icy Hallway                               [TRIG] 
  10) [35009] An Austere and Icy Chamber                   [TRIG] 
  11) [35010] An Icy Hallway                               
  12) [35011] The Armory                                   
  13) [35012] Office of the Inquisitor                     [TRIG] 
  14) [35013] On a Raised Dais of Ice                      [TRIG] 
  15) [35014] Around an Enormous Ice Altar                 [TRIG] 
  16) [35015] On a Raised Dais of Ice                      [TRIG] 
  17) [35016] A Battle-Shrine to Razakasch                 [TRIG] 
  18) [35017] A Chamber Lined with Bones and Skulls        [TRIG] 
  19) [35018] West Side of the Great Hall                  [TRIG] 
  20) [35019] Central Plaza of the Great Hall              [TRIG] 
  21) [35020] East Side of the Great Hall                  [TRIG] 
  22) [35021] Chamber of Rejuvenation                      
  23) [35022] West Side of the Great Hall                  [TRIG] 
  24) [35023] Central Plaza of the Great Hall              [TRIG] 
  25) [35024] East Side of the Great Hall                  [TRIG] 
  26) [35025] A Busy Corner of the Great Hall              [TRIG] 
  27) [35026] Entrance Hall of the Ice Fortress            [TRIG] 
  28) [35027] Southeast Corner of the Great Hall           [TRIG] 
  29) [35028] Standing Before the Fortress                 [TRIG] (2598)(2598)
  30) [35029] Ice Wurm Nest                                
  31) [35030] Koofy's Library                              [TRIG] 
  32) [35031] Wurm Training Room                           
  33) [35032] In the Trophy Halls                          [TRIG] 
  34) [35033] In the Upper Reaches over the Dais           [TRIG] 
  35) [35034] In the Upper Reaches over the Dais           [TRIG] 
  36) [35035] In the Upper Reaches over the Dais           [TRIG] 
  37) [35036] In the Upper Reaches of the Ice Fortress     [TRIG] 
  38) [35037] In the Upper Reaches of the Ice Fortress     [TRIG] 
  39) [35038] In the Upper Reaches of the Ice Fortress     [TRIG] 
  40) [35039] In the Upper Reaches of the Ice Fortress     [TRIG] 
  41) [35040] In the Upper Reaches of the Ice Fortress     [TRIG] 
  42) [35041] In the Upper Reaches of the Ice Fortress     [TRIG] 
  43) [35042] In the Upper Reaches of the Ice Fortress     [TRIG] 
  44) [35043] In the Upper Reaches of the Ice Fortress     [TRIG] 
  45) [35044] In the Upper Reaches of the Ice Fortress     [TRIG] 
  46) [35045] In the Trophy Halls                          [TRIG] 
  47) [35046] In the Trophy Halls                          [TRIG] 
  48) [35047] The Southern Watch Post                      
  49) [35048] Base of the Talon Spire                      
  50) [35049] The Talon Spire                              [TRIG] 
  51) [35050] The Talon Spire                              
  52) [35051] The Talon Spire                              
  53) [35052] The Talon Spire                              
  54) [35053] The Talon Spire                              
  55) [35054] Talon of the Winds                           [TRIG] 
  56) [35055] Chamber of the Icy Mistral                   [TRIG] 
  57) [35056] Chamber of the Sanguine Levanter             
  58) [35057] Chamber of the Wanton Sirocco                
  59) [35058] Chamber of the Tradewinds                    
  60) [35059] Razakasch's Lunchroom North                  
  61) [35060] Before the Storm                             
  62) [35061] A Hail Storm!                                
  63) [35062] A Snow Storm!                                [TRIG] 
  64) [35063] The Chamber of Razakani Gyr-ul               [TRIG] 
  65) [35064] An Ice Storm!                                [TRIG] 
  66) [35065] A Rain Storm!                                
  67) [35066] Razakasch's Crystal                          [TRIG] (623)
  68) [35067] Ice Plane of Razakasch                       
  69) [35068] Razakasch's Crystal                          [TRIG] 
  70) [35069] Razakasch's Crystal                          [TRIG] (13375)
  71) [35070] Razakasch's Crystal                          [TRIG] (21644)
  72) [35071] Razakasch's Crystal                          [TRIG] (5360)
  73) [35072] Heart of Razakasch's Crystal                 [TRIG] 
  74) [35073] Razakasch's Crystal                          [TRIG] (19527)
  75) [35074] Razakasch's Crystal                          [TRIG] (6811)
  76) [35075] Razakasch's Crystal                          [TRIG] (7498)
  77) [35076] Razakasch's Crystal                          [TRIG] (14682)
  78) [35077] The Endless Winter Plane                     
  79) [35078] Razakasch's Crystal                          [TRIG] 
  80) [35079] Holy Chamber                                 
  81) [35080] A Small Pocket in Razakasch's Crystal        [TRIG] 
  82) [35081] Floating in Darkness                         
  83) [35082] A Hidden Chamber                             
  84) [35083] On the Glacial Arch                          [TRIG] 
  85) [35084] Nearing the Glacial Chasm                    
  86) [35085] On an Icy Plain                              
  87) [35086] On an Icy Plain                              
  88) [35087] On an Icy Plain                              
  89) [35088] On an Icy Plain                              
  90) [35089] Aboard the Red Gryphon                       
  91) [35090] Aboard the Red Gryphon                       
  92) [35091] Aboard the Red Gryphon                       
  93) [35092] The Bridge of the Red Gryphon                [TRIG] 
  94) [35093] Fire Priest's Chambers                       
  95) [35094] Sky Captain's Chambers                       
  96) [35095] Cargo Hold                                   
  97) [35096] Cargo Hold                                   
  98) [35097] An Enormous Fire                             [TRIG] 
  99) [35098] On an Icy Plain                              (2505)
 100) [35099] Eric's Ice Rink                              
 101) [35100] An Infinite Tunnel of Burning Fire           
 102) [35101] Razakasch's Lunchroom South                  
 103) [35102] A Dark Cavern                                
 104) [35103] In the Trophy Halls                          [TRIG] 
 105) [35104] Roof of the Talon of Ice                     
 106) [35105] Sanctum of the Storm Skald                   [TRIG] (3001)
 107) [35106] The Hurricane Gates                          (9619)(3392)(2051)(1221)(3729)(6126)(12030)(14111)
 108) [35107] The Maelstrom Gates                          (977)(6724)(12671)(21629)(6900)(13374)(16784)(7522)
 109) [35108] The Tempest Gates                            (3207)(14678)(12376)(1401)(1516)(12613)(2142)
 110) [35109] A Cat Palace                                 
 111) [35110] Koofy's Sanctuary                            
 112) [35111] Koofy's Sanctuary                            
 113) [35112] Koofy's Sanctuary                            
 114) [35113] Koofy's Sanctuary                            
 115) [35114] The Tsunami Gates                            (12493)(6610)(23184)(5500)(9623)(2249)(6150)(3153)
 116) [35115] The Brig of the Red Gryphon                  
 117) [35116] Holding Cell II, Belowdecks Red Gryphon      [TRIG] 
 118) [35117] Holding Cell I, Belowdecks Red Gryphon       
 119) [35118] Holding Cell III, Belowdecks Red Gryphon     
 120) [35119] Scullery                                     
 121) [35120] Slave Warrens                                (9322)
 122) [35121] Mustering Chamber                            
 123) [35122] Diagon Alley Magic Shoppe                    
 124) [35123] A Daring Rescue Atop the Spire               
 125) [35124] Falling Endlessly Into The Ice Crevasse      
 126) [35125] At The Ice Mine Entrance                     
 127) [35126] In The Glacier Mine Shaft                    [TRIG] (4023)(9230)(6555)
 128) [35127] Ice Fortress Barracks                        
 129) [35128] In the Upper Reaches of the Ice Fortress     
 130) [35129] Forecastle of the Gryphon                    
 131) [35130] The Skies Over The Talon Spire               [TRIG] 
 132) [35131] The Barbican Redoubt                         
 133) [35132] Atop the Sally Gate                          
 134) [35133] Dwarven Underworks                           
 135) [35134] Abyssal Gallery                              
 136) [35135] Cathedral Gallery                            
 137) [35136] Hall of the Mountain King                    (3353)
 138) [35137] Deepest Recesses of the Ice Crevasse         
 139) [35138] Ancient Crypt of Thror, King Under the Mountain [TRIG] 
 140) [35139] The Throne Room of Durin's Folk              [TRIG] 
 141) [35140] Time Stopped                                 
 142) [35141] Dwarven Underworks                           [TRIG] 
 143) [35142] Dwarven Underworks                           [TRIG] 
 144) [35143] Dwarven Underworks                           [TRIG] 
 145) [35144] Dwarven Underworks                           [TRIG] 
 146) [35145] Dwarven Underworks                           [TRIG] 
 147) [35146] Climbing Higher                              
 148) [35147] Snowy Overlook                               
 149) [35148] Cave Mouth                                   
 150) [35149] Cavern of the Ice Strider                    
 151) [35150] An Enormous Fire                             [TRIG] 
 152) [35151] An Enormous Fire                             [TRIG] 
 153) [35152] Ar-Zak Tarbeankum Tor                        [TRIG] (6551)
 154) [35153] The Sanctum of the Avatar                    [TRIG] 
 155) [35154] The Pool of Memory                           [TRIG] 
 156) [35155] In The Stacks                                
 157) [35156] In The Stacks                                
 158) [35157] In The Stacks                                
 159) [35158] In The Stacks                                
 160) [35159] Slave Warrens                                [TRIG] (9322)
 161) [35160] In the Upper Reaches over the Dais           [TRIG] 
 162) [35161] In the Upper Reaches over the Dais           
 163) [35162] Hopper's Live Work Condominium               
 164) [35163] Ice Fortress Barracks                        [TRIG] 
 165) [35164] Kazirasch's Den                              [TRIG] 
 166) [35165] An Icy Hallway                               [TRIG] 
 167) [35166] An Icy Hallway                               [TRIG] 
 168) [35167] Falling Endlessly Into the Ice Chasm         
 169) [35168] Durin's Pantry                               
 170) [35172] An Icy Cold Prison Cell                      
 171) [35173] Engine Room                                  [TRIG] 
 172) [35174] The Burnt Forecastle                         
 173) [35175] Port Gunwales                                
 174) [35176] An Escape Ladder at the Stern                
 175) [35177] The Arena of Ice                             [TRIG] 
 176) [35195] On the Grappling Ropes                       
 177) [35196] Testing 3                                    
 178) [35197] The Struggle of the Gods                     
 179) [35198] Eric's Ice Rink                              
 180) [35199] Aegon's Atomic Lounge                        [TRIG] 

>[0;00m
[0mCHECKING: 360[0m

Index VNum    Room Name                                    Exits
----- ------- -------------------------------------------- -----
   1) [36001] The Shifting Sands[0;00m                      (5029)
   2) [36002] Dune Summit[0;00m                             
   3) [36003] Wind-Sculpted Hollow[0;00m                    
   4) [36004] Serenade of Shifting Sands[0;00m              
   5) [36005] Zephyr-kissed Plateau[0;00m                   
   6) [36006] Zephyr's Embrace[0;00m                        
   7) [36007] Crossroads in the Shifting Sands[0;00m        
   8) [36008] Giant Sand Dunes Approach[0;00m               
   9) [36009] Duneskulk's Ridge[0;00m                       
  10) [36010] Sculpted Ridge[0;00m                          
  11) [36011] The Shifting Trail[0;00m                      
  12) [36012] Crossroads of Realms[0;00m                    
  13) [36013] Dune's Foot[0;00m                             
  14) [36014] Malik's Den[0;00m                             
  15) [36015] Along The Shifting Trail[0;00m                
  16) [36016] Venomclaw's Perch[0;00m                       
  17) [36017] Deserts Edge[0;00m                            
  18) [36018] Mountainous Horizon[0;00m                     
  19) [36019] Dune Trails[0;00m                             
  20) [36020] Endless Expanse[0;00m                         
  21) [36021] Crested Horizon[0;00m                         
  22) [36022] Caravan Vista[0;00m                           
  23) [36023] Zara's Hallow[0;00m                           
  24) [36024] Vast Expanse[0;00m                            

>[0;00m
[0mCHECKING: 370[0m

Index VNum    Room Name                                    Exits
----- ------- -------------------------------------------- -----
   1) [37000] Crystalline walkway to Elias' Ascendant      (24008)
   2) [37001] A large crystal gateway                      
   3) [37002] A breathtaking entrance hall                 
   4) [37003] Central chamber, lower level, first floor.   
   5) [37004] A pedestal chamber                           
   6) [37005] A pedestal chamber                           
   7) [37006] A pedestal chamber                           
   8) [37007] A pedestal chamber                           
   9) [37008] Central chamber, lower level, second floor.  
  10) [37009] A pedestal chamber.                          
  11) [37010] A pedestal chamber                           
  12) [37011] A pedestal chamber                           
  13) [37012] A pedestal chamber                           
  14) [37013] Central chamber, lower level, third floor.   
  15) [37014] A pedestal chamber                           
  16) [37015] A pedestal chamber                           
  17) [37016] A pedestal chamber                           
  18) [37017] A pedestal chamber                           
  19) [37018] Central chamber, lower level, fourth floor.  
  20) [37019] A pedestal chamber                           
  21) [37020] A pedestal chamber                           
  22) [37021] A pedestal chamber                           
  23) [37022] A pedestal chamber                           
  24) [37023] Within the crystal forest                    
  25) [37024] Within the crystal forest                    
  26) [37025] Within the crystal forest                    
  27) [37026] Within the crystal forest                    
  28) [37027] Within the crystal forest                    
  29) [37028] Within the crystal forest                    
  30) [37029] Within the crystal forest                    
  31) [37030] Within the crystal forest                    
  32) [37031] Within the crystal forest                    
  33) [37032] Within the crystal forest                    
  34) [37033] Within the crystal forest                    
  35) [37034] Within the crystal forest                    
  36) [37035] The crystal desert                           
  37) [37036] The crystal desert                           
  38) [37037] The crystal desert                           
  39) [37038] The crystal desert                           
  40) [37039] The crystal desert                           
  41) [37040] The crystal desert                           
  42) [37041] The crystal desert                           
  43) [37042] The crystal desert                           
  44) [37043] The crystal desert                           
  45) [37044] The crystal desert                           
  46) [37045] The crystal desert                           
  47) [37046] The crystal desert                           
  48) [37047] The crystal desert                           
  49) [37048] The crystal desert                           
  50) [37049] The crystal desert                           
  51) [37050] The crystal desert                           
  52) [37051] In the crystal marsh                         
  53) [37052] In the crystal marsh                         
  54) [37053] In the crystal marsh                         
  55) [37054] In the crystal marsh                         
  56) [37055] In the crystal marsh                         
  57) [37056] In the crystal marsh                         
  58) [37057] In the crystal marsh                         
  59) [37058] In the crystal marsh                         
  60) [37059] In the crystal marsh                         
  61) [37060] In the crystal marsh                         
  62) [37061] In the crystal marsh                         
  63) [37062] In the crystal marsh                         
  64) [37063] The crystal cavern                           
  65) [37064] The crystal cavern                           
  66) [37065] The crystal cavern                           
  67) [37066] The crystal cavern                           
  68) [37067] The crystal cavern                           
  69) [37068] The crystal cavern                           
  70) [37069] The crystal cavern                           
  71) [37070] The crystal cavern                           
  72) [37071] The crystal cavern                           
  73) [37072] The crystal cavern                           
  74) [37073] The crystal cavern                           
  75) [37074] The crystal cavern                           
  76) [37075] The crystal cavern                           
  77) [37076] The crystal cavern                           
  78) [37077] The crystal cavern                           
  79) [37078] The crystal cavern                           
  80) [37079] Central chamber, upper level, first floor.   
  81) [37080] A pedestal chamber                           
  82) [37081] A pedestal chamber                           
  83) [37082] A pedestal chamber                           
  84) [37083] A pedestal chamber                           
  85) [37084] Central chamber, upper level, second floor.  
  86) [37085] A pedestal chamber                           
  87) [37086] A pedestal chamber                           
  88) [37087] A pedestal chamber                           
  89) [37088] A pedestal chamber                           
  90) [37089] Central chamber, upper level, third floor.   
  91) [37090] A pedestal chamber                           
  92) [37091] A pedestal chamber                           
  93) [37092] A pedestal chamber                           
  94) [37093] A pedestal chamber                           
  95) [37094] End of the Ascent                            
  96) [37095] The ultimate pedestal                        
  97) [37096] Floating on the crystal sea                  
  98) [37097] Floating on the crystal sea                  
  99) [37098] Floating on the crystal sea                  
 100) [37099] Floating on the crystal sea                  
 101) [37100] Floating on the crystal sea                  
 102) [37101] Floating on the crystal sea                  
 103) [37102] Floating on the crystal sea                  
 104) [37103] Floating on the crystal sea                  
 105) [37104] Floating on the crystal sea                  
 106) [37105] Floating on the crystal sea                  
 107) [37106] Floating on the crystal sea                  
